catalogue_id,product,company,salt,dosage_form,pack,reference_price,discontinued,search_text
MED0141409,Melpred 500mg Injection,Cipla Ltd,,allopathy,,450.0,True,melpred 500mg injection |  | cipla ltd | allopathy | 
MED0141410,Maxitaz 4000mg/500mg Injection,New Medicon Pharma Labs Pvt Ltd,,allopathy,,669.0,False,maxitaz 4000mg/500mg injection |  | new medicon pharma labs pvt ltd | allopathy | 
MED0141411,Marnif-S 1000mg/500mg Injection,Aamorb Pharmaceuticals Pvt Ltd,,allopathy,,1349.0,False,marnif-s 1000mg/500mg injection |  | aamorb pharmaceuticals pvt ltd | allopathy | 
MED0141412,Moxsta-CV 500mg/125mg Tablet,Mestra Pharma Pvt Ltd,,allopathy,,230.0,False,moxsta-cv 500mg/125mg tablet |  | mestra pharma pvt ltd | allopathy | 
MED0141413,Moxt CV Tablet,Bicon Healthcare,,allopathy,,240.0,False,moxt cv tablet |  | bicon healthcare | allopathy | 
MED0141414,Mbest 5mg Tablet,Biotic Healthcare,,allopathy,,29.0,False,mbest 5mg tablet |  | biotic healthcare | allopathy | 
MED0141415,Meday 16mg Tablet,Canbro Healthcare,,allopathy,,139.7,False,meday 16mg tablet |  | canbro healthcare | allopathy | 
MED0141416,Making 100mg Injection,Biowin Healthcare,,allopathy,,15.0,False,making 100mg injection |  | biowin healthcare | allopathy | 
MED0141417,Mefly 250mg Tablet,Cian Health Care Pvt Ltd,,allopathy,,165.0,False,mefly 250mg tablet |  | cian health care pvt ltd | allopathy | 
MED0141418,Monox 250mg/250mg Tablet,B L Pharma Limited,,allopathy,,48.0,False,monox 250mg/250mg tablet |  | b l pharma limited | allopathy | 
MED0141419,Mavox  Plus Syrup Sugar Free,Maxamus Pharma Pvt Ltd,,allopathy,,170.0,False,mavox  plus syrup sugar free |  | maxamus pharma pvt ltd | allopathy | 
MED0141420,Miotaz 4.5 Injection,Miotic Pharma,,allopathy,,446.4,False,miotaz 4.5 injection |  | miotic pharma | allopathy | 
MED0141421,MY-Azi 500 Tablet,Metrix Healthcare Pvt Ltd,,allopathy,,64.0,False,my-azi 500 tablet |  | metrix healthcare pvt ltd | allopathy | 
MED0141422,Moca Dry Syrup,Metrix Healthcare Pvt Ltd,,allopathy,,62.0,False,moca dry syrup |  | metrix healthcare pvt ltd | allopathy | 
MED0141423,Medlor 2mg Injection,Medon Pharmaceuticals Pvt Ltd,,allopathy,,17.0,False,medlor 2mg injection |  | medon pharmaceuticals pvt ltd | allopathy | 
MED0141424,Maxim OF 200mg/200mg Tablet,Vision Biotech,,allopathy,,27.56,False,maxim of 200mg/200mg tablet |  | vision biotech | allopathy | 
MED0141425,Mitholip-G 300mg/500mcg Tablet,Bonsai Pharma,,allopathy,,99.0,False,mitholip-g 300mg/500mcg tablet |  | bonsai pharma | allopathy | 
MED0141426,Moxril-CV 228.5mg Dry Syrup,Meltic Healthcare Pvt Ltd,,allopathy,,57.0,False,moxril-cv 228.5mg dry syrup |  | meltic healthcare pvt ltd | allopathy | 
MED0141427,Mpl Oral Suspension,Sunij Pharma Pvt Ltd,,allopathy,,45.0,False,mpl oral suspension |  | sunij pharma pvt ltd | allopathy | 
MED0141428,Megmacer 250mg Injection,Megma Health Care Pvt Ltd,,allopathy,,542.0,False,megmacer 250mg injection |  | megma health care pvt ltd | allopathy | 
MED0141429,Montepure L 5mg/10mg Tablet,Relicon Pharmaceutical Pvt Ltd,,allopathy,,105.0,False,montepure l 5mg/10mg tablet |  | relicon pharmaceutical pvt ltd | allopathy | 
MED0141430,Macsone 0.1% Cream,Biotic Healthcare,,allopathy,,90.0,False,macsone 0.1% cream |  | biotic healthcare | allopathy | 
MED0141431,Moxizest K Eye Drop,Innovative Pharmaceuticals,,allopathy,,99.0,False,moxizest k eye drop |  | innovative pharmaceuticals | allopathy | 
MED0141432,Masmox CV 500mg/125mg Tablet,Mas Healthcare Pvt Ltd,,allopathy,,113.25,False,masmox cv 500mg/125mg tablet |  | mas healthcare pvt ltd | allopathy | 
MED0141433,Mefmol-P Oral Suspension,Esquire Drug House,,allopathy,,42.0,False,mefmol-p oral suspension |  | esquire drug house | allopathy | 
MED0141434,Migpraz 40mg Tablet,Novalab Healthcare Pvt Ltd,,allopathy,,70.0,False,migpraz 40mg tablet |  | novalab healthcare pvt ltd | allopathy | 
MED0141435,Metzone 15mg/500mg Tablet,Lakshya Pharma Pvt Ltd,,allopathy,,48.0,False,metzone 15mg/500mg tablet |  | lakshya pharma pvt ltd | allopathy | 
MED0141436,Mather 150mg Injection,Mathis Pharma,,allopathy,,95.0,False,mather 150mg injection |  | mathis pharma | allopathy | 
MED0141437,Mecoriv-G Tablet,Fedley Healthcare Private Limited,,allopathy,,115.0,False,mecoriv-g tablet |  | fedley healthcare private limited | allopathy | 
MED0141438,Montiz 180mg Tablet,Anista Healthcare,,allopathy,,135.0,False,montiz 180mg tablet |  | anista healthcare | allopathy | 
MED0141439,Multipram 5mg Tablet,S.P Pharmaceuticals,,allopathy,,42.0,False,multipram 5mg tablet |  | s.p pharmaceuticals | allopathy | 
MED0141440,Mefdon P Oral Suspension,Medons India,,allopathy,,52.0,False,mefdon p oral suspension |  | medons india | allopathy | 
MED0141441,Molt-AC Tablet,Tansy Molequle,,allopathy,,43.0,False,molt-ac tablet |  | tansy molequle | allopathy | 
MED0141442,Myorexil-SP Tablet,Medville Healthcare,,allopathy,,79.0,False,myorexil-sp tablet |  | medville healthcare | allopathy | 
MED0141443,Mecofine PG 750mcg/75mg Capsule,Sunfine Healthcare,,allopathy,,150.0,False,mecofine pg 750mcg/75mg capsule |  | sunfine healthcare | allopathy | 
MED0141444,Metacold-Plus Oral Suspension,Metrix Healthcare Pvt Ltd,,allopathy,,54.0,False,metacold-plus oral suspension |  | metrix healthcare pvt ltd | allopathy | 
MED0141445,Metagil-GM 1 Tablet SR,Precise Lifescience,,allopathy,,51.0,False,metagil-gm 1 tablet sr |  | precise lifescience | allopathy | 
MED0141446,Montaway-M Tablet,Prosem Healthcare Private Limited,,allopathy,,110.0,False,montaway-m tablet |  | prosem healthcare private limited | allopathy | 
MED0141447,Mytenslo 20 Tablet,Mylan Pharmaceuticals Pvt Ltd,,allopathy,,38.0,False,mytenslo 20 tablet |  | mylan pharmaceuticals pvt ltd | allopathy | 
MED0141448,Maxoril AM Plus Oral Suspension,German Remedies,,allopathy,,57.0,False,maxoril am plus oral suspension |  | german remedies | allopathy | 
MED0141449,Metabless-G 1 Tablet PR,NGS Biotech Pvt Ltd,,allopathy,,75.0,False,metabless-g 1 tablet pr |  | ngs biotech pvt ltd | allopathy | 
MED0141450,Merianz 500mg Injection,Brooks Laboratories Limited,,allopathy,,645.0,False,merianz 500mg injection |  | brooks laboratories limited | allopathy | 
MED0141451,Mecotis 75mg Capsule,Atlantis Formulations Pvt Ltd,,allopathy,,110.0,False,mecotis 75mg capsule |  | atlantis formulations pvt ltd | allopathy | 
MED0141452,Mobiflox-OZ Tablet,Raymedica Pharmaceuticals,,allopathy,,117.0,False,mobiflox-oz tablet |  | raymedica pharmaceuticals | allopathy | 
MED0141453,Mucodac-AC Tablet,Daksh Pharma Pvt Ltd,,allopathy,,230.0,False,mucodac-ac tablet |  | daksh pharma pvt ltd | allopathy | 
MED0141454,Monexia FX 10mg/120mg Tablet,Selexia Biotech Private Limited,,allopathy,,142.0,False,monexia fx 10mg/120mg tablet |  | selexia biotech private limited | allopathy | 
MED0141455,Megamac 500mg Tablet,Indchemie Health Specialities Pvt Ltd,,allopathy,,190.0,False,megamac 500mg tablet |  | indchemie health specialities pvt ltd | allopathy | 
MED0141456,Meni 4mg Tablet,FDC Ltd,,allopathy,,26.67,False,meni 4mg tablet |  | fdc ltd | allopathy | 
MED0141457,Myone Depot 150mg Injection,Sun Pharmaceutical Industries Ltd,,allopathy,,232.0,True,myone depot 150mg injection |  | sun pharmaceutical industries ltd | allopathy | 
MED0141458,Medomol 125mg Tablet DT,Medopharm,,allopathy,,7.0,False,medomol 125mg tablet dt |  | medopharm | allopathy | 
MED0141459,Metnil 0.1% Cream,Novartis India Ltd,,allopathy,,61.47,False,metnil 0.1% cream |  | novartis india ltd | allopathy | 
MED0141460,Minipril 2.5mg Tablet,Alembic Pharmaceuticals Ltd,,allopathy,,12.5,False,minipril 2.5mg tablet |  | alembic pharmaceuticals ltd | allopathy | 
MED0141461,MX Gel,Medley Pharmaceuticals,,allopathy,,29.95,False,mx gel |  | medley pharmaceuticals | allopathy | 
MED0141462,Mepsonate 500mg Injection,Gland Pharma Limited,,allopathy,,635.0,False,mepsonate 500mg injection |  | gland pharma limited | allopathy | 
MED0141463,Metabest 1000mg Tablet SR,HBC Lifesciences Pvt Ltd,,allopathy,,35.49,False,metabest 1000mg tablet sr |  | hbc lifesciences pvt ltd | allopathy | 
MED0141464,Malarbin 250mg Tablet,Acron Pharmaceuticals,,allopathy,,6.2,False,malarbin 250mg tablet |  | acron pharmaceuticals | allopathy | 
MED0141465,Medac 50mg/325mg Tablet,Medfe,,allopathy,,36.0,False,medac 50mg/325mg tablet |  | medfe | allopathy | 
MED0141466,Metnil 300mg/200mg Tablet,Redson Laboratories Pvt Ltd,,allopathy,,25.5,False,metnil 300mg/200mg tablet |  | redson laboratories pvt ltd | allopathy | 
MED0141467,Matrol 50mg Tablet SR,JV Healthcare,,allopathy,,72.0,False,matrol 50mg tablet sr |  | jv healthcare | allopathy | 
MED0141468,Moclox 250 mg/250 mg Capsule,Kopran Ltd,,allopathy,,45.18,False,moclox 250 mg/250 mg capsule |  | kopran ltd | allopathy | 
MED0141469,Magnatax 500mg/500mg Injection,Ikon Remedies Pvt Ltd,,allopathy,,1850.0,False,magnatax 500mg/500mg injection |  | ikon remedies pvt ltd | allopathy | 
MED0141470,Minovin Injection,Vinder Pharma,,allopathy,,2850.0,False,minovin injection |  | vinder pharma | allopathy | 
MED0141471,Moxinic CL 500mg/125mg Tablet,Medihealth Lifesciences Pvt. Ltd.,,allopathy,,290.0,False,moxinic cl 500mg/125mg tablet |  | medihealth lifesciences pvt. ltd. | allopathy | 
MED0141472,Metolex-AM 5mg/50mg Tablet,Unilex Lifesciences Pvt Ltd,,allopathy,,69.0,False,metolex-am 5mg/50mg tablet |  | unilex lifesciences pvt ltd | allopathy | 
MED0141473,Metosafe 25mg Tablet,Zinnia Life Sciences,,allopathy,,26.6,False,metosafe 25mg tablet |  | zinnia life sciences | allopathy | 
MED0141474,Mewak Dry Syrup,Pax Healthcare,,allopathy,,29.0,False,mewak dry syrup |  | pax healthcare | allopathy | 
MED0141475,Metasens 1000 Tablet SR,Anthem Biopharma,,allopathy,,40.1,False,metasens 1000 tablet sr |  | anthem biopharma | allopathy | 
MED0141476,Mylefan 2mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,249.0,False,mylefan 2mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0141477,Megarite MPS Liquid,MHS Pharmaceuticals Pvt Ltd,,allopathy,,70.0,False,megarite mps liquid |  | mhs pharmaceuticals pvt ltd | allopathy | 
MED0141478,Mecrozil 500mg Tablet,Chethana Pharmaceuticals,,allopathy,,60.5,False,mecrozil 500mg tablet |  | chethana pharmaceuticals | allopathy | 
MED0141479,Mefan Forte 500mg/325mg Tablet,Tzana Pharmaceuticals Pvt Ltd,,allopathy,,42.0,False,mefan forte 500mg/325mg tablet |  | tzana pharmaceuticals pvt ltd | allopathy | 
MED0141480,Mactuss LS Oral Drops,Macwell Pharmaceuticals,,allopathy,,48.0,False,mactuss ls oral drops |  | macwell pharmaceuticals | allopathy | 
MED0141481,Merozan 1000mg Injection,Ambience Pharma,,allopathy,,2000.0,False,merozan 1000mg injection |  | ambience pharma | allopathy | 
MED0141482,M-Pred 16 Tablet,Grapple Life Sciences Pvt Ltd,,allopathy,,120.0,False,m-pred 16 tablet |  | grapple life sciences pvt ltd | allopathy | 
MED0141483,Morcast Tablet,Morningg Life Pharmaceuticals Pvt Ltd,,allopathy,,75.0,False,morcast tablet |  | morningg life pharmaceuticals pvt ltd | allopathy | 
MED0141484,Medazone SB 500mg/500mg Injection,Medmom Pharmaceuticals LLP,,allopathy,,265.0,False,medazone sb 500mg/500mg injection |  | medmom pharmaceuticals llp | allopathy | 
MED0141485,Moses D Eye Drop,Hamswell Lifecare,,allopathy,,100.0,False,moses d eye drop |  | hamswell lifecare | allopathy | 
MED0141486,Mecotaz-P Tablet SR,Neosys Medicare,,allopathy,,124.0,False,mecotaz-p tablet sr |  | neosys medicare | allopathy | 
MED0141487,Meruglipt 20mg Tablet,Medmerus Life Sciences,,allopathy,,89.0,False,meruglipt 20mg tablet |  | medmerus life sciences | allopathy | 
MED0141488,Megabin 1500mcg/75mg Tablet SR,Mecure Pharma,,allopathy,,165.0,False,megabin 1500mcg/75mg tablet sr |  | mecure pharma | allopathy | 
MED0141489,Megcetam 100mg Injection,Ridhima Biocare,,allopathy,,119.0,False,megcetam 100mg injection |  | ridhima biocare | allopathy | 
MED0141490,Mycotreat 500 Tablet,Genix Lifescience Pvt Ltd,,allopathy,,809.0,False,mycotreat 500 tablet |  | genix lifescience pvt ltd | allopathy | 
MED0141491,Metfaith PG 2mg/500mg/15mg Tablet SR,Indiabulls pharmaceutical ltd,,allopathy,,100.0,False,metfaith pg 2mg/500mg/15mg tablet sr |  | indiabulls pharmaceutical ltd | allopathy | 
MED0141492,Moximits CV Injection,Mits Healthcare Pvt Ltd,,allopathy,,142.0,False,moximits cv injection |  | mits healthcare pvt ltd | allopathy | 
MED0141493,Minsu-MD Tablet,Evershine Lifesciences Pvt Ltd,,allopathy,,30.0,False,minsu-md tablet |  | evershine lifesciences pvt ltd | allopathy | 
MED0141494,Montomed 5mg/10mg Tablet,Medizova Pharmaceuticals,,allopathy,,125.0,False,montomed 5mg/10mg tablet |  | medizova pharmaceuticals | allopathy | 
MED0141495,Monowell Injection,Nexokinde Healthcare Pvt Ltd,,allopathy,,60.0,False,monowell injection |  | nexokinde healthcare pvt ltd | allopathy | 
MED0141496,Mez P 40mg Tablet,Aarsh Remedies Pvt Ltd,,allopathy,,54.6,False,mez p 40mg tablet |  | aarsh remedies pvt ltd | allopathy | 
MED0141497,Mecosee-Plus Injection,Seepi Pharma Pvt Ltd,,allopathy,,79.5,False,mecosee-plus injection |  | seepi pharma pvt ltd | allopathy | 
MED0141498,Montizex-LC Tablet,Medisoft Pharma,,allopathy,,135.0,False,montizex-lc tablet |  | medisoft pharma | allopathy | 
MED0141499,Mono G 1000mg Injection,Sentosa Geigy (India) Labs Limited,,allopathy,,66.0,False,mono g 1000mg injection |  | sentosa geigy (india) labs limited | allopathy | 
MED0141500,Morfik SP 100mg/325mg/15mg Tablet,Morfik Laboratory Pvt Ltd,,allopathy,,78.0,False,morfik sp 100mg/325mg/15mg tablet |  | morfik laboratory pvt ltd | allopathy | 
MED0141501,Mpox CV 500mg/125mg Tablet,Hetero Healthcare Limited,,allopathy,,90.0,False,mpox cv 500mg/125mg tablet |  | hetero healthcare limited | allopathy | 
MED0141502,Mast LV Plus 10mg/5mg/200mg Tablet SR,Shalman Pharma Pvt Ltd,,allopathy,,200.0,False,mast lv plus 10mg/5mg/200mg tablet sr |  | shalman pharma pvt ltd | allopathy | 
MED0141503,Mythal 100mg Capsule,Aureate Healthcare Pvt Ltd,,allopathy,,560.0,False,mythal 100mg capsule |  | aureate healthcare pvt ltd | allopathy | 
MED0141504,Mignar 50-MF Tablet SR,Glenmark Pharmaceuticals Ltd,,allopathy,,263.0,False,mignar 50-mf tablet sr |  | glenmark pharmaceuticals ltd | allopathy | 
MED0141505,Magnacillin 250 mg/250 mg Injection,Mapra Laboratories Pvt Ltd,,allopathy,,19.7,False,magnacillin 250 mg/250 mg injection |  | mapra laboratories pvt ltd | allopathy | 
MED0141506,Mycurit Z 150 mg/75 mg/400 mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,1043.57,False,mycurit z 150 mg/75 mg/400 mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0141507,Methocel 500mg Injection,Celon Laboratories Ltd,,allopathy,,610.0,False,methocel 500mg injection |  | celon laboratories ltd | allopathy | 
MED0141508,Mpod 50mg Dry Syrup,Medopharm,,allopathy,,65.5,False,mpod 50mg dry syrup |  | medopharm | allopathy | 
MED0141509,Moxipil L 250mg Dry Syrup,Psychotropics India Ltd,,allopathy,,14.08,False,moxipil l 250mg dry syrup |  | psychotropics india ltd | allopathy | 
MED0141510,Mexmet 50 Tablet ER,UTH Healthcare,,allopathy,,120.0,False,mexmet 50 tablet er |  | uth healthcare | allopathy | 
MED0141511,Metspot OL 20 mg/50 mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,101.9,False,metspot ol 20 mg/50 mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0141512,Magflux Syrup,Drakt Pharmaceutical Pvt Ltd,,allopathy,,59.61,False,magflux syrup |  | drakt pharmaceutical pvt ltd | allopathy | 
MED0141513,Migrabeta 60mg Capsule,Alkem Laboratories Ltd,,allopathy,,34.33,False,migrabeta 60mg capsule |  | alkem laboratories ltd | allopathy | 
MED0141514,Miz 20mg Tablet,Dynamed Pharmaceuticals Pvt Ltd,,allopathy,,54.0,False,miz 20mg tablet |  | dynamed pharmaceuticals pvt ltd | allopathy | 
MED0141515,Meropez 1000mg Injection,Ceutica and Chemie Healthcare Pvt Ltd,,allopathy,,940.0,False,meropez 1000mg injection |  | ceutica and chemie healthcare pvt ltd | allopathy | 
MED0141516,MPClox L Capsule,Biocare Remedies,,allopathy,,27.0,False,mpclox l capsule |  | biocare remedies | allopathy | 
MED0141517,Mexmol 650mg Tablet,Comex Pharma,,allopathy,,17.8,False,mexmol 650mg tablet |  | comex pharma | allopathy | 
MED0141518,Monzy 10mg Tablet,Zybax Pharmaceuticals,,allopathy,,90.0,False,monzy 10mg tablet |  | zybax pharmaceuticals | allopathy | 
MED0141519,Moxifit DS Dry Syrup,Wunderz Pharmaceuticals,,allopathy,,92.0,False,moxifit ds dry syrup |  | wunderz pharmaceuticals | allopathy | 
MED0141520,Mefoled Spas 10mg/250mg Tablet,Universal Micro Sciences,,allopathy,,25.0,False,mefoled spas 10mg/250mg tablet |  | universal micro sciences | allopathy | 
MED0141521,Metium G Forte 2mg/1000mg Tablet,Aimmax Pharma,,allopathy,,105.0,False,metium g forte 2mg/1000mg tablet |  | aimmax pharma | allopathy | 
MED0141522,Mefirite D 10mg/250mg Tablet,MHS Pharmaceuticals Pvt Ltd,,allopathy,,23.5,False,mefirite d 10mg/250mg tablet |  | mhs pharmaceuticals pvt ltd | allopathy | 
MED0141523,Myoz Dec 50mg Injection,Myopics Pharmaceuticals Pvt Ltd,,allopathy,,143.0,False,myoz dec 50mg injection |  | myopics pharmaceuticals pvt ltd | allopathy | 
MED0141524,Malevo M 5mg/10mg Tablet,Mahaja Pharmacare Pvt Ltd,,allopathy,,99.0,False,malevo m 5mg/10mg tablet |  | mahaja pharmacare pvt ltd | allopathy | 
MED0141525,Medicip 200mg Tablet,Mediez Pharma,,allopathy,,129.0,False,medicip 200mg tablet |  | mediez pharma | allopathy | 
MED0141526,Montesler L Syrup,Ausler Snovy Pharma,,allopathy,,68.0,False,montesler l syrup |  | ausler snovy pharma | allopathy | 
MED0141527,Majik PG 750mcg/75mg Capsule,Acventa Research Labs Pvt Ltd,,allopathy,,95.0,False,majik pg 750mcg/75mg capsule |  | acventa research labs pvt ltd | allopathy | 
MED0141528,Mylitrans Injection,United Biotech Pvt Ltd,,allopathy,,60.0,False,mylitrans injection |  | united biotech pvt ltd | allopathy | 
MED0141529,Molec T Cream,Amplec Healthcare Pvt. Ltd.,,allopathy,,125.0,False,molec t cream |  | amplec healthcare pvt. ltd. | allopathy | 
MED0141530,Migpraz 20mg Tablet,Novalab Healthcare Pvt Ltd,,allopathy,,45.0,False,migpraz 20mg tablet |  | novalab healthcare pvt ltd | allopathy | 
MED0141531,Mefcon P 250mg/325mg Tablet,Catholicon Pharmaceuticals Pvt Ltd,,allopathy,,33.0,False,mefcon p 250mg/325mg tablet |  | catholicon pharmaceuticals pvt ltd | allopathy | 
MED0141532,Monflox 200 Tablet,Biodiscovery Lifesciences Pvt Ltd,,allopathy,,50.0,False,monflox 200 tablet |  | biodiscovery lifesciences pvt ltd | allopathy | 
MED0141533,Methybin Plus Injection,Simon Healthcare,,allopathy,,75.0,False,methybin plus injection |  | simon healthcare | allopathy | 
MED0141534,MY-Azi 250 Tablet,Metrix Healthcare Pvt Ltd,,allopathy,,66.0,False,my-azi 250 tablet |  | metrix healthcare pvt ltd | allopathy | 
MED0141535,Medtril 0.25 MD Tablet,Medville Healthcare,,allopathy,,19.5,False,medtril 0.25 md tablet |  | medville healthcare | allopathy | 
MED0141536,Montewin Kid Oral Suspension,Surewin Healthcare,,allopathy,,74.0,False,montewin kid oral suspension |  | surewin healthcare | allopathy | 
MED0141537,Moxifed CV Dry Syrup,Fedley Healthcare Private Limited,,allopathy,,68.0,False,moxifed cv dry syrup |  | fedley healthcare private limited | allopathy | 
MED0141538,Moxyden CV 625 Tablet,Vishwak Pharmaceuticals,,allopathy,,202.0,False,moxyden cv 625 tablet |  | vishwak pharmaceuticals | allopathy | 
MED0141539,MG Care 2mg/500mg Tablet,Cardiatic Care,,allopathy,,79.5,False,mg care 2mg/500mg tablet |  | cardiatic care | allopathy | 
MED0141540,Metafin Forte 0.2 Tablet SR,Medford Pharmaceuticals,,allopathy,,105.0,False,metafin forte 0.2 tablet sr |  | medford pharmaceuticals | allopathy | 
MED0141541,Maxnim 100mg/325mg Tablet,MaxQure Labs,,allopathy,,28.0,False,maxnim 100mg/325mg tablet |  | maxqure labs | allopathy | 
MED0141542,MO 200 Tablet,Unigrow Pharmaceuticals,,allopathy,,66.0,False,mo 200 tablet |  | unigrow pharmaceuticals | allopathy | 
MED0141543,Mironaat-B 1.5gm Injection,Tyykem Private Limited,,allopathy,,2799.0,False,mironaat-b 1.5gm injection |  | tyykem private limited | allopathy | 
MED0141544,Metgoog H 50mg/12.5mg Tablet,Elgoog Health Series,,allopathy,,85.0,False,metgoog h 50mg/12.5mg tablet |  | elgoog health series | allopathy | 
MED0141545,Masnol 20 Tablet,Masson Healthcare Pvt Ltd,,allopathy,,25.0,False,masnol 20 tablet |  | masson healthcare pvt ltd | allopathy | 
MED0141546,Montlab LC 5mg/10mg Tablet,Abony Healthcare Limited,,allopathy,,190.0,False,montlab lc 5mg/10mg tablet |  | abony healthcare limited | allopathy | 
MED0141547,Meco 2500mcg Injection,Safe Life Care,,allopathy,,195.0,False,meco 2500mcg injection |  | safe life care | allopathy | 
MED0141548,Microgest SR 400 Tablet,Walter Bushnell,,allopathy,,638.2,False,microgest sr 400 tablet |  | walter bushnell | allopathy | 
MED0141549,Moxilink C Injection,Lincoln Pharmaceuticals Ltd,,allopathy,,146.2,False,moxilink c injection |  | lincoln pharmaceuticals ltd | allopathy | 
MED0141550,Metacin 150mg Syrup,Themis Pharmaceuticals Prop Chemosyn Ltd,,allopathy,,32.25,False,metacin 150mg syrup |  | themis pharmaceuticals prop chemosyn ltd | allopathy | 
MED0141551,Mycopil Cream,Psychotropics India Ltd,,allopathy,,60.0,False,mycopil cream |  | psychotropics india ltd | allopathy | 
MED0141552,Mymox 250mg Capsule,Torrent Pharmaceuticals Ltd,,allopathy,,28.98,False,mymox 250mg capsule |  | torrent pharmaceuticals ltd | allopathy | 
MED0141553,Mfurate  Cream,Maverick Pharma Pvt Ltd,,allopathy,,127.0,False,mfurate  cream |  | maverick pharma pvt ltd | allopathy | 
MED0141554,Matrix MN Suspension,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,11.84,False,matrix mn suspension |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0141555,Mucoclav 500 mg/125 mg Tablet,Ordain Health Care Global Pvt Ltd,,allopathy,,182.55,False,mucoclav 500 mg/125 mg tablet |  | ordain health care global pvt ltd | allopathy | 
MED0141556,Micolon CR Cream,Johnson & Johnson Ltd,,allopathy,,29.0,False,micolon cr cream |  | johnson & johnson ltd | allopathy | 
MED0141557,Muscofen 8mg Tablet,Virchow Biotech Pvt Ltd,,allopathy,,169.0,True,muscofen 8mg tablet |  | virchow biotech pvt ltd | allopathy | 
MED0141558,M2M TABLET,Anglo-French Drugs & Industries Ltd,,allopathy,,59.0,True,m2m tablet |  | anglo-french drugs & industries ltd | allopathy | 
MED0141559,Metocan 5mg Syrup,Ikon Remedies Pvt Ltd,,allopathy,,13.78,False,metocan 5mg syrup |  | ikon remedies pvt ltd | allopathy | 
MED0141560,Mesolone 10mg Tablet,Medicamen Biotech Ltd,,allopathy,,13.17,False,mesolone 10mg tablet |  | medicamen biotech ltd | allopathy | 
MED0141561,Maytag 1000mg Injection,Ikon Remedies Pvt Ltd,,allopathy,,1950.0,False,maytag 1000mg injection |  | ikon remedies pvt ltd | allopathy | 
MED0141562,Megarid Oral Suspension,Ikon Remedies Pvt Ltd,,allopathy,,98.5,False,megarid oral suspension |  | ikon remedies pvt ltd | allopathy | 
MED0141563,Morexim 100mg Tablet,Moral Pharmaceuticals,,allopathy,,50.0,False,morexim 100mg tablet |  | moral pharmaceuticals | allopathy | 
MED0141564,Mouzex MF 500mg/250mg Tablet,Little Greave Pharmaceutical Pvt Ltd,,allopathy,,175.0,False,mouzex mf 500mg/250mg tablet |  | little greave pharmaceutical pvt ltd | allopathy | 
MED0141565,Moxtia 375 Tablet,Solutia Pharma LLP,,allopathy,,80.0,False,moxtia 375 tablet |  | solutia pharma llp | allopathy | 
MED0141566,Metacure 50mg Tablet,Hinglaj Laboratories,,allopathy,,32.0,False,metacure 50mg tablet |  | hinglaj laboratories | allopathy | 
MED0141567,Monoglide 40mg Tablet,Regenix Drugs Ltd,,allopathy,,42.0,False,monoglide 40mg tablet |  | regenix drugs ltd | allopathy | 
MED0141568,M Rox 300mg Tablet,Modern Laboratories,,allopathy,,58.0,False,m rox 300mg tablet |  | modern laboratories | allopathy | 
MED0141569,Malarcil 25mg/500mg Tablet,Mediwin Pharmaceuticals,,allopathy,,27.5,False,malarcil 25mg/500mg tablet |  | mediwin pharmaceuticals | allopathy | 
MED0141570,Methyneuron 1500mcg Injection,Meridian Medicare Ltd,,allopathy,,35.0,False,methyneuron 1500mcg injection |  | meridian medicare ltd | allopathy | 
MED0141571,Medinem 1000mg Injection,Alde Medi Impex Ltd,,allopathy,,900.0,False,medinem 1000mg injection |  | alde medi impex ltd | allopathy | 
MED0141572,Mappan 40mg Tablet,Norden Lifesciences,,allopathy,,58.0,False,mappan 40mg tablet |  | norden lifesciences | allopathy | 
MED0141573,Monte L 5mg/10mg Tablet,Helplab Healthcare Pvt Ltd,,allopathy,,99.0,False,monte l 5mg/10mg tablet |  | helplab healthcare pvt ltd | allopathy | 
MED0141574,Marcetam 800mg Tablet,Marsha Pharma Pvt Ltd,,allopathy,,140.0,False,marcetam 800mg tablet |  | marsha pharma pvt ltd | allopathy | 
MED0141575,Megmadol 150mg Injection,Ridhima Biocare,,allopathy,,6.5,False,megmadol 150mg injection |  | ridhima biocare | allopathy | 
MED0141576,Moxzen Eye Drop,Biocorp Life Sciences Pvt Ltd,,allopathy,,70.0,False,moxzen eye drop |  | biocorp life sciences pvt ltd | allopathy | 
MED0141577,Moxin 400mg Tablet,Arvincare Pharma,,allopathy,,253.66,False,moxin 400mg tablet |  | arvincare pharma | allopathy | 
MED0141578,Maxsalic Ointment,Roussel Laboratories Pvt Ltd,,allopathy,,54.0,False,maxsalic ointment |  | roussel laboratories pvt ltd | allopathy | 
MED0141579,Moxijn DX Eye Drop,J N Healthcare,,allopathy,,95.0,False,moxijn dx eye drop |  | j n healthcare | allopathy | 
